"gvkey","tic","Company","conm","City","Number.of.Workers","WARN.Received.Date","Effective.Date"
"002497","MTZ","MasterCorp Inc.","MASTEC INC","Escondido",112,"11/05/2019","12/31/2019"
"041835","MBC","Masterbrand","MASTERBRAND INC","Newton",458,"12/05/2022",NA
"180363","ALIM","Material Sciences Corporation","ALIMERA SCIENCES INC","Middletown",87,"05/13/2004","07/12/2004"
"007116","MAT","Matlet/Group","MATTEL INC","Pawtucket",180,"10/09/2018","10/09/2018"
"007116","MAT","Mattel","MATTEL INC","660 Stanford Shopping Center Palo Alto CA 94304",13,"03/27/2023","04/30/2023"
"007116","MAT","Mattel, Inc.","MATTEL INC","El Segundo",140,"07/31/2018","08/03/2018"
"161036","MFRM.1","Mattress Firm","MATTRESS FIRM HOLDING CORP","Willmar",NA,"10/01/2018","10/10/2018"
"030710","MTSN","Mattson Technology, Inc.","MATTSON TECHNOLOGY INC","Malvern",68,"09/01/2002","08/30/2002"
"144520","AMN","Maxim Healthcare Service","AMN HEALTHCARE SERVICES INC","Miami Lakes",287,"10/11/2011","10/01/2011"
"144520","AMN","Maxim Healthcare Services","AMN HEALTHCARE SERVICES INC","Columbia",130,"12/15/2015",NA
"144520","AMN","Maxim Healthcare Services INC","AMN HEALTHCARE SERVICES INC","St. Clairsville",94,"09/01/2015","10/1/2015‐11/30/2015"
"014256","MXIM","Maxim Integrated Product","MAXIM INTEGRATED PRODUCTS","San Jose",11,"07/21/2015","09/25/2015"
"014256","MXIM","Maxim Integrated Products","MAXIM INTEGRATED PRODUCTS","Sunnyvale",1,"10/02/2009",NA
"014256","MXIM","Maxim Integrated Products, Inc","MAXIM INTEGRATED PRODUCTS","Sunnyvale",82,"06/05/2009",NA
"014256","MXIM","Maxim Integrated Products, Inc.","MAXIM INTEGRATED PRODUCTS","Sunnyvale",5,"03/31/2009",NA
"014256","MXIM","Maxim Integrated Products-Lone Star Office","MAXIM INTEGRATED PRODUCTS","Dallas",36,"01/29/2016","03/25/2016"
"064901","MMS","Maximus","MAXIMUS INC","Omaha",41,"06/29/2018",NA
"064901","MMS","Maximus, Inc.","MAXIMUS INC","McLean, VA",34,"11/22/2024","12/31/2024"
"042007","WETO","Maxwell's International Inc.","WEBUS INTERNATIONAL LTD","Northville",64,"04/03/2020",NA
"042007","WETO","Maxwell’s International Inc","WEBUS INTERNATIONAL LTD","Dearborn",79,"04/03/2020",NA
"004611","M","May Company","MACY'S INC","Woodlawn",1,"04/28/2006","06/30/2006"
"001920","AVP","Mayline (DBA Safco Products Co.)","AVON PRODUCTS","Sheboygan",127,"07/02/2018","09/04/2018"
"124374","ACME","Mc Communications, Inc","ACME COMMUNICATIONS INC","Carlsbad",32,"11/02/2013",NA
"037180","MCFE","McAfee, LLC","MCAFEE CORP","Alviso",137,"01/12/2021","03/02/2021"
"063605","8356B","McAlpin Company","CALPINE CORP","Dayton",373,"03/09/1998","04/30/1998"
"007152","MDRIQ","McDermott Inc.","MCDERMOTT INTL INC","Morgan City",6,"02/19/2015","4/21/2015-5/4/2015"
"007152","MDRIQ","McDermott International","MCDERMOTT INTL INC","Morgan City",19,"10/23/2013","12/22/2013"
"180690","RCON","McDermott Technology, Inc.","RECON TECHNOLOGY LTD","Alliance",160,"10/22/2002","12/18/2002"
"007154","MCD","McDonald Steel Corporation","MCDONALD'S CORP","McDonald",70,"07/07/2003","08/31/2003"
"007154","MCD","McDonald's","MCDONALD'S CORP","St. Paul",40,"09/01/2024","12/08/2024"
"007154","MCD","McDonald's Corporation","MCDONALD'S CORP","Columbus",70,"05/16/2016","07/15/2016‐12/16/2016"
"007154","MCD","McDonald's USA, LLC","MCDONALD'S CORP","Raleigh",51,"01/29/2015","04/01/2015"
"060723","MH","McGraw Hill","MCGRAW HILL INC","Dubuque",28,"01/08/2020","02/15/2020"
"060723","MH","McGraw-Hill","MCGRAW HILL INC","Ashland",160,"09/25/2000","10/04/2000"
"007171","MCK","McKesson","MCKESSON CORP","Livonia",86,"10/19/2021",NA
"007171","MCK","McKesson Corporation","MCKESSON CORP","New Castle",135,"04/01/2023","06/01/2023"
"007171","MCK","McKesson HBOC, Inc.","MCKESSON CORP","North Canton",78,"03/02/2000","05/15/2000"
"003169","OMED.2","McKesson Pharmaceutical","ONCOMED PHARMACEUTICALS",NA,106,"03/16/2012","04/20/2012"
"025711","ESMC","McLaren Medical Group","ESCALON MEDICAL CORP","Statewide",63,"02/02/2016",NA
"178698","AACH","McWane, Inc. dba Anaco","AAC HOLDINGS INC","1001 El Camino Ave Corona CA 92879",198,"03/28/2022","06/30/2022"
"176873","RLOGQ","Mca Logistics","RAND LOGISTICS INC","Fontana",113,"06/12/2011",NA
"007154","MCD","Mcdonalds","MCDONALD'S CORP","Los Angeles",55,"12/01/2013",NA
"178507","MSCI","Mci","MSCI INC","Alpharetta",587,NA,"08/05/2005"
"003169","OMED.2","Mckesson Pharmaceutical Corporation","ONCOMED PHARMACEUTICALS","San Francisco",83,"03/31/2012",NA
"180866","MYOS","Mckesson Technology","MYOS RENS TECHNOLOGY INC","Alpharetta",174,NA,"12/08/2011"
"018479","JASNQ","Means Industries","JASON INDUSTRIES INC","Saginaw",64,"04/05/2010",NA
"018948","MCHB","Mechanics Bank","MECHANICS BANCORP","2100 South Blosser Road Santa Maria CA 93458",56,"08/31/2022","10/03/2022"
"014113","MITK","Med-Fit Systems, Inc.","MITEK SYSTEMS INC","Independence",104,"07/02/2014","06/30/2014"
"033582","MMNFQ","MedMen Enterprises Inc.","MEDMEN ENTERPRISES INC","1075 N 10th St. San Jose CA 95112",7,"02/02/2024","01/30/2024"
"183684","TMH.1","MedStar Health","TEAM HEALTH HOLDINGS INC",NA,43,"11/27/2013","01/31/2014"
"019771","GLMD","Meda Pharmaceuticals","GALMED PHARMACEUTICALS LTD","Atlanta",21,NA,"04/30/2015"
"019771","GLMD","Meda Pharmaceuticals, Inc.","GALMED PHARMACEUTICALS LTD","Somerset",94,"10/01/2016","12/31/2016"
"035374","MDLA","Medallia, Inc.","MEDALLIA INC","6220 Stoneridge Mall Road, Floor 2 Pleasanton CA 94588",59,"02/21/2023","02/07/2023"
"004903","FRD","Medallion Industries","FRIEDMAN INDUSTRIES INC","4771 Arroyo Vista Suite F Livermore CA 94551",9,"01/19/2023","03/20/2023"
"032086","CISN","Medecision","CISION LTD","Wayne",85,"12/01/2012","02/01/2013"
"162292","CHMD","Media One","MEDIAN GROUP INC","Boca Raton",195,"07/07/1999","08/23/1999"
"160864","MFCSF","Medical Facility Associates","MEDICAL FACILITIES CORP",NA,136,"05/06/2020","07/05/2020"
"029517","MED","Medifast, Inc.","MEDIFAST INC",NA,83,"06/20/2023","08/13/2023"
"004903","FRD","Medline Industries","FRIEDMAN INDUSTRIES INC","Neptune",146,"04/01/2021","06/28/2021"
"004903","FRD","Medline Industries LP","FRIEDMAN INDUSTRIES INC","Yuma",18,"10/21/2024",NA
"004903","FRD","Medline Industries, Inc.","FRIEDMAN INDUSTRIES INC","Clearwater",275,"06/08/2010","8/20/2010-10/15/2010"
"004903","FRD","Medline Industries, LP","FRIEDMAN INDUSTRIES INC","Coral Springs",59,"04/30/2024","07/01/2024"
"007228","MDT","Medtronic","MEDTRONIC PLC","St. Paul",30,"05/01/2018","06/29/2018"
"007228","MDT","Medtronic 2019 - Columbia Heights","MEDTRONIC PLC","Columbia Heights",1,"05/01/2019","05/01/2019"
"007228","MDT","Medtronic Inc.","MEDTRONIC PLC","Bala Cynwyd",76,"05/01/2018","07/13/2018"
"007228","MDT","Medtronic, Inc.","MEDTRONIC PLC","2101 Faraday Ave Carlsbad CA 92008",44,"03/27/2024","05/19/2024"
"196856","MLNTQ","Melinta Therapeutics, Inc.","MELINTA THERAPEUTICS INC","Morristown",61,"12/01/2019","02/14/2020"
"064156","MWW","Mentor Worldwide LLC","MONSTER WORLDWIDE INC","Santa Barbara",81,"09/10/2015","11/06/2015"
"065689","MBWM","Mercantile Bank","MERCANTILE BANK CORP","St. Petersburg",54,"07/08/2002","08/31/2002"
"017828","MBGYY","Mercedes-Benz","MERCEDES BENZ GROUP AG","Montvale",115,"04/01/2018","06/29/2018"
"017828","MBGYY","Mercedes-Benz USA, LLC","MERCEDES BENZ GROUP AG","Montvale",259,"04/01/2015","06/30/2015"
"032619","MBIN","Merchants Bank","MERCHANTS BANCORP","South Burlington",76,"03/10/2017",NA
"007257","MRK","Merck","MERCK & CO","Kenilworth",64,"09/01/2016","11/14/2016"
"007257","MRK","Merck & Co, Inc","MERCK & CO","Lafayette",90,"07/01/2010","09/27/2010"
"007257","MRK","Merck & Co. Inc.","MERCK & CO","Union",54,"11/01/2010","01/19/2011"
"007257","MRK","Merck & Co., Inc","MERCK & CO","Miami Lakes",112,"09/15/2016","11/15/2016"
"007257","MRK","Merck & Co., Inc.","MERCK & CO","North Wales",5,"01/01/2024","03/15/2024"
"007260","MDP","Meredith Corporation","MEREDITH CORP","New York",29,"02/25/2016","02/26/2016"
"003231","CMA","Merical","COMERICA INC","Salt Lake City",36,"11/22/2023",NA
"039811","RIVN","Meridian Automotive","RIVIAN AUTOMOTIVE INC","Huntington",186,"11/05/2008","11/14/2008-1/30/2009"
"183684","TMH.1","Merit Health","TEAM HEALTH HOLDINGS INC","Natchez",29,"04/27/2016","05/02/2016"
"162914","RLGT","Merit Logistics, LLC","RADIANT LOGISTICS INC","Chehalis",158,"01/10/2024","02/03/2024"
"021777","MMSI","Merit Medical Systems Inc.","MERIT MEDICAL SYSTEMS INC","Malvern",134,"03/01/2020","5/1/2020-12/31/2020"
"021777","MMSI","Merit Medical Systems, Inc.","MERIT MEDICAL SYSTEMS INC","Houston",117,"08/29/2022","10/25/2022"
"027394","PK","Meritex LLC dba Park Hotels and Resorts","PARK HOTELS & RESORTS","Piscataway",99,"07/01/2020","09/21/2020"
"065399","MTOR","Meritor","MERITOR INC","Heath",96,"04/20/2015",NA
"065399","MTOR","Meritor, Inc.","MERITOR INC","Chicago",74,"06/30/2021","09/03/2021"
"170520","RDUS.1","Meritus Health","RADIUS HEALTH INC",NA,56,"02/11/2014","02/11/2014"
"013759","MHGU","Merritt Hospitality, LLC*","MERITAGE HOSPITALITY GROUP","Norwalk",101,"05/20/2020","05/13/2020"
"031628","MRSN","Mersana Therapeutics, Inc.","MERSANA THRPEUTIC INC","Cambridge",124,"07/27/2023","08/15/2023"
"033962","MESA","Mesa Airlines","MESA AIR GROUP","Charlotte",631,"10/17/2014","12/19/2014"
"001598","AME","Mestek Inc.","AMETEK INC",NA,63,"10/01/2009","11/16/2009"
"001598","AME","Mestek, Inc.","AMETEK INC","Wrens",91,NA,"05/28/2009"
"133768","MET","Met Life","METLIFE INC","Pittsburgh",64,"02/01/2012","03/30/2012"
"133768","MET","MetLife","METLIFE INC","West Des Moines",14,"10/31/2019","10/30/2019"
"170617","META","Meta Platforms, Inc","META PLATFORMS INC","Bellevue",307,"11/11/2022","01/13/2023"
"170617","META","Meta Platforms, Inc.","META PLATFORMS INC","164 Jefferson Dr Menlo Park CA 94025",15,"06/26/2023","07/28/2023"
"170617","META","Meta Platforms, Inc. (West 3rd)","META PLATFORMS INC","Austin",154,"11/16/2022","01/13/2023"
"170617","META","Meta Platforms, Inc.(W,6th)","META PLATFORMS INC","Austin",50,"11/16/2022","01/13/2023"
"012088","ALTX","Metal Industries","ALTEX INDUSTRIES INC","Tarpon Springs",94,"10/30/2003","12/31/2003"
"012088","ALTX","Metal Industries, Inc.","ALTEX INDUSTRIES INC","Clearwater",68,"12/04/2007","02/01/2008"
"107446","NTWK","Metalor Technologies","NETSOL TECHNOLOGIES INC","Export",121,"10/01/2017","12/29/2017"
"007291","MEI","Methode Electronics, Inc.","METHODE ELECTRONICS INC","Carthage",42,"09/09/2020","11/10/2020"
"036754","CMRC","Metis TPS LLC dba Commerce Casino","COMMERCE.COM INC","Commerce",500,"04/01/2020","03/14/2020"
"133768","MET","Metlife","METLIFE INC","Irvine",53,"12/31/2013",NA
"038050","MILE","Metrie, Inc.","METROMILE INC","Monroe",54,"10/09/2014","11/27/2014"
"021894","MTRAF","Metro","METRO INC","St. Louis",551,"01/26/2009","01/20/2009"
"021894","MTRAF","Metro One","METRO INC","Orlando",200,"03/27/2008","05/20/2008"
"063525","WOWI","Metro One Telecom","METRO ONE TELECOMM INC","Farmington Hills",139,"07/06/2005",NA
"063525","WOWI","Metro One Telecommunications, Inc.","METRO ONE TELECOMM INC","Cincinnati",90,"11/14/2005","01/09/2006"
"038050","MILE","Metromile, Inc.","METROMILE INC","San Francisco",60,"04/21/2020","05/04/2020"
"020477","MET1","Metropolitan Life Insurance Comp","METROPOLITAN LIFE INSURANCE","Southfield",370,"10/04/2004",NA
"020477","MET1","Metropolitan Life Insurance Company (MetLife)","METROPOLITAN LIFE INSURANCE","St. Louis",204,"08/08/2006","09/30/2006"
"065772","MTD","Mettler-Toledo Inc.","METTLER-TOLEDO INTL INC","Westerville",83,"07/10/1996","11/01/1996"
"011161","VCON","Mexican Industries","VICON INDUSTRIES INC","Dearborn",0,"04/04/2001",NA
"187406","AMCX","Mic Network Inc.","AMC NETWORKS INC","New York",113,"11/29/2018","11/29/2018"
"272961","MFGP","Micro Focus, Inc.","MICRO FOCUS INTL PLC","Troy",80,"03/08/2011",NA
"007343","MU","Microline Technology Corporation","MICRON TECHNOLOGY INC","Traverse City",63,"05/22/2018",NA
"007343","MU","Micron Technology Inc","MICRON TECHNOLOGY INC","Boise",2000,"02/23/2009","03/09/2009"
"007343","MU","Micron Technology, Inc.","MICRON TECHNOLOGY INC","Milpitas",57,"07/03/2017","09/01/2017"
"007346","MSCC","Microsemi","MICROSEMI CORP","Garden Grove",57,"11/06/2015","01/06/2016"
"007346","MSCC","Microsemi Corporation","MICROSEMI CORP","San Jose",110,"12/02/2013",NA
"007346","MSCC","Microsemi PPC, Inc.","MICROSEMI CORP","Riviera Beach",63,"11/14/2000","3/31/2001-6/30/2001"
"012141","MSFT","Microsoft","MICROSOFT CORP","1045 La Avenida Mountain View CA 94043",40,"08/10/2023","09/08/2023"
"012141","MSFT","Microsoft Corporation","MICROSOFT CORP","San Diego",2,"01/20/2016","03/20/2016"
"028152","MSL","MidSouth Bank","MIDSOUTH BANCORP INC","Lafayette",90,"08/02/2019","09/20/2019"
"129472","IAFNF","Midstate Financial Group","IA FINANCIAL CORP","Ridgeland",4,"04/22/2020","03/27/2020"
"122017","WJAFF","Midwest Airlines","WESTJET AIRLINES LTD","Kansas City",110,"07/15/2008","09/13/2008"
"007401","MLKN","MillerKnoll Inc.","MILLERKNOLL INC","Sheboygan",161,"03/29/2023","05/23/2023"
"023935","MB.3","Mind Body","MINDBODY INC","Scottsdale",91,"04/07/2020",NA
"023935","MB.3","Mindbody","MINDBODY INC","Scottsdale",91,"04/03/2020",NA
"023935","MB.3","Mindbody, Inc.","MINDBODY INC","651 Tank Farm Rd. San Luis Obispo CA 93401",36,"10/17/2024","01/02/2025"
"028087","MRAM","Mindspeed Technologies, Inc.","EVERSPIN TECHNOLOGIES INC","Newport Beach",51,"01/17/2014",NA
"043159","INHD","Minno, Inc.","INNO HOLDINGS INC","San Francisco",255,"07/21/2015","09/18/2015"
"017120","MNSH","Minson Corporation","MNSN HOLDINGS INC","Montebello",113,"07/09/2018","09/03/2018"
"158436","MITJF","Minted, LLC","MINT CORP","San Francisco",65,"04/17/2020","04/03/2020"
"158436","MITJF","Minted, LLC.","MINT CORP","21375 Cabot Blvd Hayward CA 94545",6,"02/27/2023","04/17/2023"
"039935","MIR","Mirion Technologies, Inc.","MIRION TECHNOLOGIES INC","Irvine",57,"08/06/2021","10/22/2021"
"007450","SO4","Mississippi Job Corp","MISSISSIPPI POWER CO","Crystal Springs",125,"11/21/2019","12/06/2019"
"007450","SO4","Mississippi Power Co.","MISSISSIPPI POWER CO","DeKalb",230,"06/28/2017","08/28/2017"
"183964","MFON","MobiTV, Inc.","MOBIVITY HOLDINGS CORP","Emeryville",86,"04/26/2021","05/02/2021"
"029734","MINI","Mobile Mini, Inc.","MOBILE MINI INC","Maricopa",138,"12/03/2008","02/02/2009"
"020330","MOBL","MobileIron","MOBILEIRON INC","Mountain View",75,"12/14/2020","01/30/2021"
"111282","CNRD","Modern Industries","CONRAD INDUSTRIES INC","Erie",120,"02/01/2009","01/29/2009"
"007486","MOD","Modern Manufacturing","MODINE MANUFACTURING CO","Miami",120,"04/10/2002","6/5/2002-6/19/2002"
"007486","MOD","Modine Manufacturing","MODINE MANUFACTURING CO","Washington",58,"10/17/2016","12/16/2016"
"007486","MOD","Modine Manufacturing Company","MODINE MANUFACTURING CO",NA,50,"01/11/2010","02/05/2010-03/12/2010"
"290341","IONR","Modineer","IONEER LTD","Niles",52,"01/27/2011",NA
"017553","MODN","Moen, Inc.","MODEL N INC","Elyria",67,"05/06/2008","7/1/2008-12/21/2008"
"025119","MHK","Mohawk Industries","MOHAWK INDUSTRIES INC",NA,108,"03/03/2021","04/23/2021"
"025119","MHK","Mohawk Industries, Inc.","MOHAWK INDUSTRIES INC","Milledgeville",198,NA,"10/26/2019"
"025119","MHK","Mohawk Industries,inc.","MOHAWK INDUSTRIES INC","Calhoun",160,NA,"12/31/2008"
"025119","MHK","Mohawk, Industries","MOHAWK INDUSTRIES INC","Eton",190,NA,"01/06/2010"
"006527","LYTS","Moil Industries, Inc.","LSI INDUSTRIES INC","Davie",90,"11/18/2002","1/15/2003-3/1/2003"
"179132","ORN","Moiron","ORION GROUP HOLDINGS INC","Sparta",96,"05/07/2020",NA
"032267","MTEMQ","Molecular Templates, Inc. (MTEM)","MOLECULAR TEMPLATES INC","Austin",84,"04/04/2023","05/29/2023"
"152149","MOH","Molina Health Care","MOLINA HEALTHCARE INC","San Juan, Ponce, yauco and Humacao",297,"07/02/2020","09/04/2020"
"152149","MOH","Molina Healthcare","MOLINA HEALTHCARE INC","Albuquerque",381,"10/01/2018","12/03/2018"
"152149","MOH","Molina Healthcare Inc.","MOLINA HEALTHCARE INC","Milwaukee",53,"10/17/2017","12/15/2017"
"152149","MOH","Molina Healthcare Inc. - Revision 1","MOLINA HEALTHCARE INC","Milwaukee",59,"12/11/2017","03/01/2018"
"152149","MOH","Molina Healthcare Inc. - Revision 2","MOLINA HEALTHCARE INC","Milwaukee",78,"12/12/2017","03/01/2018"
"152149","MOH","Molina Healthcare of Florida, Inc","MOLINA HEALTHCARE INC","Tampa",1,"11/30/2018","02/01/2019"
"152149","MOH","Molina Healthcare of Florida, Inc.","MOLINA HEALTHCARE INC","Miami",5,"03/08/2019","05/06/2019"
"152149","MOH","Molina Healthcare, Inc","MOLINA HEALTHCARE INC","200 Oceangate Suite 100 Long Beach CA 90802",52,"04/23/2024","06/18/2024"
"152149","MOH","Molina Healthcare, Inc.","MOLINA HEALTHCARE INC","Long Beach",75,"04/09/2019","06/10/2019"
"152149","MOH","Molina Healthcare, Inc. (MHI)","MOLINA HEALTHCARE INC","Long Beach",44,"10/26/2017","12/29/2017"
"162940","MXGBF","Molson Coors","MOLSON COORS CDA INC",NA,300,"10/30/2019","12/31/2019"
"162940","MXGBF","Molson Coors (Update)","MOLSON COORS CDA INC",NA,196,"01/15/2020","12/31/19 (for 265) Not specified for 191"
"003505","TAP","Molson Coors Beverage Company","MOLSON COORS BEVERAGE CO","Milwaukee",34,"11/06/2024","01/17/2025"
"037898","GBARF","Monarch Mfg., Inc.","MONARCH MINING CORP","Belcamp",45,"03/11/2005","05/09/2005"
"142953","MDLZ","Mondelez International","MONDELEZ INTERNATIONAL INC","Philadelphia",1,"08/01/2016","09/26/2016"
"182554","MOMT","Money Maile LLC","MONEYONMOBILE INC","Garden Grove",14,"05/20/2013",NA
"028590","BCO","Monitronics International Inc. dba Brinks Home","BRINKS CO","Dallas, TX",4,"01/05/2023","03/05/2023"
"028590","BCO","Monitronics International dba Brinks Home","BRINKS CO","Las Vegas",80,"01/05/2023","01/05/2023"
"028590","BCO","Monitronics International, Inc. dba Brinks Home","BRINKS CO","Dallas",20,"01/06/2023","03/03/2023"
"140760","MON.1","Monsanto","MONSANTO CO","Mystic",39,"08/29/2016","Most 10/29/16"
"140760","MON.1","Monsanto Company","MONSANTO CO","Middleton",30,"05/12/2016","07/12/2016"
"005342","MGI","Montage Hotels and Resorts, LLC dba Montage International","MONEYGRAM INTERNATIONAL INC","Beverly Hills",489,"02/26/2020","04/27/2020"
"036519","IMCC","Mood Cannabis","IM CANNABIS CORP","Oklahoma City",120,"09/20/2024",NA
"024819","MOGO","Moog Inc.","MOGO INC","Milpitas",22,"02/02/2016","04/01/2016"
"012124","MS","Morgan Stanley","MORGAN STANLEY","Columbus",95,"11/01/2023","12/31/2023"
"012124","MS","Morgan Stanley & Co LLC","MORGAN STANLEY","New York",29,"11/29/2017","03/01/2018"
"165924","MHGC","Morgans Hotel","MORGANS HOTEL GROUP CO","New York",57,"04/24/2017","07/14/2017"
"160373","MORN","Morningstar Foods, LLC","MORNINGSTAR INC","Sulphur Springs",55,"02/16/2012","05/25/2012"
"028180","ORLY","Morse Automotive Corporation","O'REILLY AUTOMOTIVE INC","Cartersville",240,NA,"11/03/2006"
"050360","KNGX.","Morton International","BROMPTON INTERNATIONA CA ETF","New Iberia",55,"01/12/2007","04/06/2007"
"162129","MOS","Mosaic","MOSAIC CO","Plymouth",44,"05/01/2018","10/04/2019"
"029930","MPAA","Motorcar Parts Of America, Inc.","MOTORCAR PARTS OF AMER INC","2929 California Street Torrance CA 90503",94,"07/03/2024","06/27/2024"
"029930","MPAA","Motorcar Parts of America, Inc.","MOTORCAR PARTS OF AMER INC","Torrance",39,"10/08/2019","12/02/2019"
"007585","MSI","Motorola Solutions, Inc.","MOTOROLA SOLUTIONS INC","San Jose",45,"06/10/2014","08/13/2014"
"028877","KDP","Mott's LLP (Keurig/Dr. Pepper)","KEURIG DR PEPPER INC","Carteret",137,"05/01/2021","06/09/2021"
"033899","MVXM","Move, Inc.","MOVEIX INC","Santa Clara",80,"05/13/2020","06/05/2020"
"008102","AEP5","Moxion Power Co.","OHIO POWER","1414 Harbour Way S #1901 Richmond CA 94804",101,"06/24/2024","08/20/2024"
"008102","AEP5","Moxion Power, Inc.","OHIO POWER","1414 Harbour Way S #1901 Richmond CA 94804",247,"07/23/2024","08/05/2024"
"028394","COFE","Mr. Coffee","COFFEE INC","Glenwillow",320,"04/03/2000","05/31/2000"
"178507","MSCI","Msc Group,Inc","MSCI INC","Anaheim",12,"10/05/2012",NA
"015343","MLI","Mueller Industries, Inc.","MUELLER INDUSTRIES","Carrollton",117,"08/15/2012","10/08/2012"
"043059","GENK","Mule Restaurant Group","GEN RESTAURANT GROUP INC","San Antonio",147,"03/20/2020","03/20/2020"
"013782","LABL","Multi Color Corporation","MULTI-COLOR CORP",NA,76,"07/03/2023","12/31/2023"
"024998","MPSX","Multi Packaging Solutions","MULTI PACKAGING SOLUTNS INTL",NA,98,"07/25/2017",NA
"024998","MPSX","Multi Packing Solutions","MULTI PACKAGING SOLUTNS INTL","Terre Haute",150,"11/01/2013","12/31/2013"
"013782","LABL","Multi-Color Corporation","MULTI-COLOR CORP","Brunswick",40,"10/18/2024","11/01/2024-12/01/2024"
"160216","MFLX.","Multi-Fineline Electronix, Inc.","MULTI-FINELINE ELECTRON INC","Anaheim",1,"09/30/2010",NA
"012088","ALTX","Multy Industries, Inc.","ALTEX INDUSTRIES INC","Atlanta",140,NA,"08/14/2006"
"032347","MBIO","Mustang Bio, Inc.","MUSTANG BIO INC","Worcester",47,"04/16/2024","04/12/2024"
"007636","MYE","Myers Industries","MYERS INDUSTRIES INC","Atlantic",60,"07/31/2024","12/15/2024"
"040470","AMLX","Mylan Pharmaceuticals Inc.","AMYLYX PHARMACEUTICALS INC","San Carlos",75,"10/06/2021","01/07/2022"
"040470","AMLX","Mylan Pharmaceuticals, Inc.","AMYLYX PHARMACEUTICALS INC","Morgantown",1246,"05/24/2021","07/31/2021"
